Requisition Number,Recorded by,Received Date,Received Time,Status,Status Text,Status Date,Status Time,Priority,Priority Text,Category,Category Text,Problem,Problem Text,Department,Department Text,Division,Division Text,Related Asset Type,After Hours,Call Back Requested,Billing Flag,Projected Start Date,Facility Building,Facility Building Text,Location,Location Text,Primary Residence,Street Number,Street Direction,Street Name,Street Type,Street Suffix,Street 2 Direction,Street 2 Name,Street 2 Type,Other Location Information
19-000401,Person 15,6/17/2019 0:00,1/1/1900 16:00,951,WO Cancelled,7/25/2019 0:00,1/1/1900 11:03,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,W,Michigan,Ave,,,,,West of Vine
19-000400,Person 15,6/17/2019 0:00,1/1/1900 15:58,999,Completed,7/25/2019 0:00,1/1/1900 11:05,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,N,Broadway,Ave,,W,Delaware,Ave,NW Corner of Broadway and Delaware
19-000373,Person 15,6/7/2019 0:00,1/1/1900 9:04,999,Completed,6/13/2019 0:00,1/1/1900 13:50,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,2201,E,Washington,St,,,,,
19-000365,Person 15,6/6/2019 0:00,1/1/1900 10:34,999,Completed,6/13/2019 0:00,1/1/1900 13:50,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,710,W,Delaware,Ave,,,,,across from 709 Delaware
19-000325,Person 15,5/28/2019 0:00,1/1/1900 12:52,999,Completed,6/13/2019 0:00,1/1/1900 13:53,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,,Mills,Dr,,,,,across from 2104
19-000318,Person 3,5/23/2019 0:00,1/1/1900 10:56,999,Completed,7/25/2019 0:00,1/1/1900 11:05,,,STT,Traffic,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,No Inventory Item,FALSE,,FALSE,,,,,,FALSE,403,E,Elm,St,,,,,
19-000303,Person 1,5/20/2019 0:00,1/1/1900 10:14,999,Completed,7/25/2019 0:00,1/1/1900 11:06,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,,Philo,Rd,,,,,between McDonald's and the MTD Bus stop
19-000302,Person 1,5/20/2019 0:00,1/1/1900 10:14,999,Completed,7/25/2019 0:00,1/1/1900 11:03,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,E,Pennsylvania,Ave,,,Philo,Rd,Corner
19-000299,Person 15,5/16/2019 0:00,1/1/1900 16:35,999,Completed,5/20/2019 0:00,1/1/1900 9:32,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,W,Pennsylvania,Ave,,,,,between 505 and 511
19-000269,Person 1,5/8/2019 0:00,1/1/1900 11:45,999,Completed,5/9/2019 0:00,1/1/1900 7:21,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,406,W,Delaware,Ave,,,,,
19-000267,Person 1,5/7/2019 0:00,1/1/1900 11:48,999,Completed,5/7/2019 0:00,1/1/1900 13:47,,,STT7,Street Lighting,STTP30,Check/Inspect Operation,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,210,,Hartle,Ave,,,,,
19-000266,Person 15,5/7/2019 0:00,1/1/1900 8:43,999,Completed,5/8/2019 0:00,1/1/1900 7:51,,,STT7,Street Lighting,STTP30,Check/Inspect Operation,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,1009,E,Highlands,Dr,,,,,
19-000226,Person 1,4/15/2019 0:00,1/1/1900 10:20,1,New Request,4/15/2019 0:00,1/1/1900 10:20,,,STT6,Signs,STTP41,Missing Sign,STT,Traffic,OPSGN,Signs,Street Sign,FALSE,,FALSE,,,,,,FALSE,,N,Maple,St,,E,California,Ave,
19-000220,Person 15,4/10/2019 0:00,1/1/1900 9:59,999,Completed,4/10/2019 0:00,1/1/1900 13:56,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,108,W,Washington,St,,,,,
19-000211,Person 1,4/4/2019 0:00,1/1/1900 12:03,999,Completed,4/10/2019 0:00,1/1/1900 8:19,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,104,W,Florida,Ave,,,,,
19-000210,Person 1,4/4/2019 0:00,1/1/1900 10:10,999,Completed,4/10/2019 0:00,1/1/1900 8:20,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,401,W,Delaware,Ave,,,,,Across the street from 404
19-000204,Person 1,4/3/2019 0:00,1/1/1900 8:45,999,Completed,4/24/2019 0:00,1/1/1900 13:53,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,no,FALSE,,,,,,FALSE,106,S,Gregory,St,,,,,
19-000193,Person 1,3/28/2019 0:00,1/1/1900 9:29,999,Completed,4/10/2019 0:00,1/1/1900 8:21,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,2201,E,Washington,St,,,,,directly across from 2201
19-000188,Person 15,3/26/2019 0:00,1/1/1900 9:56,951,WO Cancelled,4/2/2019 0:00,1/1/1900 13:07,,,STT6,Signs,STTP41,Missing Sign,STT,Traffic,OPSGN,Signs,Street Sign,FALSE,,FALSE,,,,,,FALSE,105,S,Goodwin,Ave,,,,,in front of ceramics building
19-000187,Person 15,3/25/2019 0:00,1/1/1900 11:08,999,Completed,4/2/2019 0:00,1/1/1900 13:07,,,STT6,Signs,STTP43,Broken Sign,STT,Traffic,OPSGN,Signs,Street Sign,FALSE,,FALSE,,,,,,FALSE,401,W,Nevada,St,,,,,
19-000177,Person 15,3/21/2019 0:00,1/1/1900 13:05,999,Completed,3/27/2019 0:00,1/1/1900 14:45,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,E,Nevada,St,,S,Busey,Ave,Intersection of Nevada and Busey & Busey and Elm
19-000172,Person 15,3/20/2019 0:00,1/1/1900 10:59,999,Completed,3/27/2019 0:00,1/1/1900 14:45,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,S,Lynn,St,,,,,
19-000156,Person 15,3/13/2019 0:00,1/1/1900 9:23,999,Completed,3/27/2019 0:00,1/1/1900 14:48,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,E,Florida,Ave,,,,,Wiley
19-000148,Person 1,3/11/2019 0:00,1/1/1900 8:50,999,Completed,3/13/2019 0:00,1/1/1900 9:35,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,no,FALSE,,,,,,FALSE,106,S,Gregory,St,,,,,
19-000141,Person 15,3/4/2019 0:00,1/1/1900 13:21,999,Completed,3/5/2019 0:00,1/1/1900 15:44,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,111,N,Lynn,St,,,,,
19-000128,Person 1,2/27/2019 0:00,1/1/1900 13:41,999,Completed,3/5/2019 0:00,1/1/1900 15:42,,,STT7,Street Lighting,STTP30,Check/Inspect Operation,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,E,University,Ave,,N,McCullough,St,
19-000127,Person 15,2/27/2019 0:00,1/1/1900 9:40,999,Completed,3/5/2019 0:00,1/1/1900 15:42,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,,Brighton,Dr,,,,,between Cottage Grove and Vawter
19-000120,Person 1,2/25/2019 0:00,1/1/1900 8:12,999,Completed,2/27/2019 0:00,1/1/1900 14:44,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,1805,,Pleasant,St,,,,,
19-000102,Person 15,2/18/2019 0:00,1/1/1900 9:06,999,Completed,2/20/2019 0:00,1/1/1900 8:01,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,E,Highlands,Dr,,,,,near Geraldine Ave
19-000093,Person 1,2/13/2019 0:00,1/1/1900 14:50,999,Completed,3/13/2019 0:00,1/1/1900 9:35,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,1009,E,Main,St,,N,Cottage Grove,Ave,
19-000086,Person 15,2/13/2019 0:00,1/1/1900 8:50,999,Completed,2/18/2019 0:00,1/1/1900 7:36,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,E,Washington,St,,N,Webber,St,corner of Webber and Washington. closest to the NW Corner
19-000085,Person 15,2/13/2019 0:00,1/1/1900 8:44,999,Completed,2/18/2019 0:00,1/1/1900 7:37,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,603,E,Washington,St,,,,,
19-000060,Person 15,2/4/2019 0:00,1/1/1900 9:48,999,Completed,2/13/2019 0:00,1/1/1900 11:06,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,1406,E,Florida,Ave,,,,,
19-000059,Person 15,2/1/2019 0:00,1/1/1900 9:02,999,Completed,2/13/2019 0:00,1/1/1900 11:07,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,301,W,Michigan,Ave,,,,,Block between Race and Carle. Coming from Race 2nd light on South side of street. next to the Norwegian Spruce.
19-000050,Person 15,1/28/2019 0:00,1/1/1900 15:45,999,Completed,2/18/2019 0:00,1/1/1900 7:40,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,,Dodson,Dr,,E,Washington,St,NE Corner of Washington and Dodson
19-000045,Person 15,1/28/2019 0:00,1/1/1900 10:16,999,Completed,2/13/2019 0:00,1/1/1900 11:08,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,W,Main,St,,,,,in front of Piato's Catering
19-000043,Person 1,1/28/2019 0:00,1/1/1900 7:50,999,Completed,2/18/2019 0:00,1/1/1900 7:45,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,no,FALSE,,,,,,FALSE,612,E,Harding,Dr,,,,,
19-000039,Person 1,1/23/2019 0:00,1/1/1900 14:33,999,Completed,2/18/2019 0:00,1/1/1900 7:48,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,yes,FALSE,,,,,,FALSE,510,W,Iowa,St,,,,,
19-000032,Person 15,1/17/2019 0:00,1/1/1900 9:04,998,WO Completed,3/11/2019 0:00,1/1/1900 10:47,,,STT6,Signs,STTP43,Broken Sign,STT,Traffic,OPSGN,Signs,Street Sign,FALSE,,FALSE,,,,,,FALSE,,,Wyld,Dr,,E,Holmes,St,
19-000029,Person 1,1/14/2019 0:00,1/1/1900 9:55,999,Completed,1/22/2019 0:00,1/1/1900 10:45,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,1205,,Philo,Rd,,,,,
19-000023,Person 1,1/10/2019 0:00,1/1/1900 13:46,999,Completed,1/22/2019 0:00,1/1/1900 10:46,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,1209,,Eureka,St,,,,,
19-000016,Person 1,1/8/2019 0:00,1/1/1900 9:11,999,Completed,1/22/2019 0:00,1/1/1900 10:46,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,1106,,Harvey,St,,,,,across the street from this address
19-000014,Person 15,1/7/2019 0:00,1/1/1900 14:24,999,Completed,1/22/2019 0:00,1/1/1900 10:46,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,1109,,Harvey,St,,,,,
19-000013,Person 15,1/7/2019 0:00,1/1/1900 14:21,999,Completed,1/22/2019 0:00,1/1/1900 10:47,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,W,Pennsylvania,Ave,,S,Orchard,St,NW Corner of Pennsylvania and Orchard
19-000010,Person 15,1/7/2019 0:00,1/1/1900 8:46,999,Completed,1/22/2019 0:00,1/1/1900 10:47,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,Not needed,FALSE,,,,,,FALSE,1301,,Ellis,Dr,,S,Mathews,Ave,
18-000724,Person 1,12/27/2018 0:00,1/1/1900 14:14,1,New Request,12/27/2018 0:00,1/1/1900 14:14,,,STT3,Pole,STTP43,Broken Sign,STT,Traffic,OPST,Streets,Street Post/Pole,FALSE,,FALSE,,,,,,FALSE,109,S,Lincoln,Ave,,,,,
18-000722,Person 15,12/26/2018 0:00,1/1/1900 9:19,999,Completed,1/7/2019 0:00,1/1/1900 13:58,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,1001,S,Webber,St,,,,,
18-000719,Person 15,12/20/2018 0:00,1/1/1900 9:46,999,Completed,12/21/2018 0:00,1/1/1900 14:01,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,yes,FALSE,,,,,,FALSE,,W,Michigan,Ave,,,,,Across the street from 107 W. Michigan Ave.
18-000713,Person 1,12/18/2018 0:00,1/1/1900 11:32,999,Completed,12/19/2018 0:00,1/1/1900 11:09,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,609,,Ohio,St,,,,,
18-000712,Person 1,12/18/2018 0:00,1/1/1900 7:43,999,Completed,1/7/2019 0:00,1/1/1900 13:59,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,402,W,Pennsylvania,Ave,,,,,
18-000710,Person 1,12/17/2018 0:00,1/1/1900 10:53,999,Completed,12/19/2018 0:00,1/1/1900 11:10,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,401,,Indiana,Ave,,,,,Carle Park
18-000706,Person 1,12/12/2018 0:00,1/1/1900 10:10,999,Completed,12/12/2018 0:00,1/1/1900 15:10,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,,Grove,St,,E,Washington,St,
18-000705,Person 15,12/12/2018 0:00,1/1/1900 10:03,999,Completed,12/12/2018 0:00,1/1/1900 15:10,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,S,Cottage Grove,Ave,,,,,between 2211 and 2209
18-000704,Person 15,12/11/2018 0:00,1/1/1900 16:38,999,Completed,12/12/2018 0:00,1/1/1900 15:10,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,no,FALSE,,,,,,FALSE,313,E,Washington,St,,,,,
18-000700,Person 3,12/7/2018 0:00,1/1/1900 13:37,999,Completed,12/12/2018 0:00,1/1/1900 15:13,,,STM,Street  Maintenance,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,No Inventory Item,FALSE,,FALSE,,,,,,FALSE,1103,N,Busey,Ave,,,,,Across from 1102 N Busey
18-000688,Person 1,12/4/2018 0:00,1/1/1900 9:07,999,Completed,12/19/2018 0:00,1/1/1900 11:13,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,801,S,Webber,St,,,,,
18-000681,Person 3,11/28/2018 0:00,1/1/1900 15:49,999,Completed,12/12/2018 0:00,1/1/1900 15:14,1,High,STT,Traffic,,,STT,Traffic,OPSTT,Traffic,No Inventory Item,FALSE,,FALSE,,,,,,FALSE,212,E,Main,St,,S,Vine,St,
18-000663,Person 1,11/21/2018 0:00,1/1/1900 15:08,999,Completed,12/12/2018 0:00,1/1/1900 15:18,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,No,FALSE,,,,,,FALSE,102,W,Vermont,Ave,,,,,between 102 and 104
18-000662,Person 15,11/21/2018 0:00,1/1/1900 12:41,951,WO Cancelled,12/12/2018 0:00,1/1/1900 15:22,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,YES,FALSE,,,,,,FALSE,1208,,Mason,Cir,,,,,
18-000645,Person 1,11/13/2018 0:00,1/1/1900 9:42,999,Completed,12/12/2018 0:00,1/1/1900 15:16,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,no,FALSE,,,,,,FALSE,106,N,Race,St,,W,Main,St,100 Block of N Race between Main and Water
18-000623,Person 3,11/1/2018 0:00,1/1/1900 13:39,1,New Request,11/1/2018 0:00,1/1/1900 13:39,,,STT,Traffic,,,STT,Traffic,OPSTT,Traffic,No Inventory Item,FALSE,,FALSE,,,,,,FALSE,1901,N,Lincoln,Ave,,,,,
18-000606,Person 1,10/26/2018 0:00,1/1/1900 9:55,999,Completed,12/12/2018 0:00,1/1/1900 15:15,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,W,Water,St,,S,Broadway,Ave,Black Dog Building
18-000596,Person 1,10/24/2018 0:00,1/1/1900 9:02,999,Completed,12/12/2018 0:00,1/1/1900 15:15,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,405,W,Elm,St,,,,,
18-000552,Person 1,10/15/2018 0:00,1/1/1900 13:53,999,Completed,12/12/2018 0:00,1/1/1900 15:25,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,E,Pennsylvania,Ave,,,Philo,Rd,2nd pole to the north
18-000551,Person 15,10/15/2018 0:00,1/1/1900 11:47,999,Completed,1/4/2019 0:00,1/1/1900 14:35,,,STT6,Signs,STTP43,Broken Sign,STT,Traffic,OPSGN,Signs,Street Sign,FALSE,,FALSE,,,,,,FALSE,,,Glenwood Oaks,Ct,,S,Cottage Grove,Ave,"Coming off of Florida Ave, Turn onto Cottage Grove, second Road on the right"
18-000547,Person 15,10/12/2018 0:00,1/1/1900 12:08,999,Completed,12/12/2018 0:00,1/1/1900 15:21,,,STT6,Signs,STTP43,Broken Sign,STT,Traffic,OPSTT,Traffic,Street Sign,FALSE,,FALSE,,,,,,FALSE,,W,Illinois,St,,S,Vine,St,Intersection of Vine and Illinois
18-000535,Person 1,10/9/2018 0:00,1/1/1900 15:06,999,Completed,1/4/2019 0:00,1/1/1900 14:35,,,STT6,Signs,STTP43,Broken Sign,STT,Traffic,OPSGN,Signs,Street Sign,FALSE,,FALSE,,,,,,FALSE,,N,Cottage Grove,Ave,,,Glenwood Oaks,Ct,
18-000533,Person 15,10/9/2018 0:00,1/1/1900 11:08,999,Completed,12/12/2018 0:00,1/1/1900 15:17,,,STTCAB,Cabinets,STTP29,Traffic Signal Failure,STT,Traffic,OPSTT,Traffic,Street Cabinet,FALSE,,FALSE,,,,,,FALSE,,W,University,Ave,,S,McCullough,St,McCullough and University near the parking Garage
18-000531,Person 15,10/9/2018 0:00,1/1/1900 9:19,951,WO Cancelled,1/9/2019 0:00,1/1/1900 13:11,,,STT6,Signs,FORT210,resident concern,STT,Traffic,OPSGN,Signs,Street Sign,FALSE,,FALSE,,,,,,FALSE,,S,Lincoln,Ave,,W,Florida,Ave,Intersection of Lincoln and Florida on the NW corner
18-000520,Person 1,10/4/2018 0:00,1/1/1900 11:42,951,WO Cancelled,12/12/2018 0:00,1/1/1900 15:18,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,N,Wright,St,,,Beech,St,
18-000497,Person 15,9/26/2018 0:00,1/1/1900 10:06,999,Completed,9/27/2018 0:00,1/1/1900 11:06,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,N,Lincoln,Ave,,,Eads,St,First light from Lincoln on north side
18-000488,Person 15,9/24/2018 0:00,1/1/1900 15:45,999,Completed,9/27/2018 0:00,1/1/1900 11:07,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,806,,Indiana,Ave,,,,,
18-000476,Person 15,9/20/2018 0:00,1/1/1900 8:28,999,Completed,9/27/2018 0:00,1/1/1900 11:08,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,TRUE,2013,,Silver,Ct,West,,,,
18-000472,Person 15,9/19/2018 0:00,1/1/1900 14:31,999,Completed,9/27/2018 0:00,1/1/1900 11:08,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,E,Vermont,Ave,,S,Race,St,just east of the Vermont and Race Street intersection on Vermont
18-000466,Person 2,9/18/2018 0:00,1/1/1900 9:10,1,New Request,9/18/2018 0:00,1/1/1900 9:10,,,STT3,Pole,,,STT,Traffic,,,Street Post/Pole,FALSE,,FALSE,,,,,,FALSE,,,,,,,,,
18-000451,Person 1,9/17/2018 0:00,1/1/1900 10:20,999,Completed,9/27/2018 0:00,1/1/1900 11:09,,,STT7,Street Lighting,STTP30,Check/Inspect Operation,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,E,Green,St,,N,Lincoln,Ave,
18-000447,Person 1,9/14/2018 0:00,1/1/1900 14:43,999,Completed,9/27/2018 0:00,1/1/1900 11:11,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,407,,Anderson,St,,E,Illinois,St,
18-000446,Person 1,9/14/2018 0:00,1/1/1900 14:02,999,Completed,12/12/2018 0:00,1/1/1900 15:21,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,E,Pennsylvania,Ave,,,,,Across the street from 702 E Pennsylvania on Wiley School
18-000438,Person 1,9/13/2018 0:00,1/1/1900 14:42,999,Completed,9/27/2018 0:00,1/1/1900 11:10,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,806,,Indiana,Ave,,,,,
18-000433,Person 1,9/13/2018 0:00,1/1/1900 8:34,999,Completed,12/12/2018 0:00,1/1/1900 15:20,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,,E,California,Ave,,,Grove,St,around the corner from 507 California
18-000397,Person 3,8/31/2018 0:00,1/1/1900 11:27,1,New Request,8/31/2018 0:00,1/1/1900 11:27,,,STT,Traffic,,,STT,Traffic,OPSTT,Traffic,No Inventory Item,FALSE,,FALSE,,,,,,TRUE,402,,Anderson,St,,E,High,St,
18-000365,Person 3,8/27/2018 0:00,1/1/1900 12:40,1,New Request,8/27/2018 0:00,1/1/1900 12:40,,,STT,Traffic,,,STT,Traffic,OPSTT,Traffic,No Inventory Item,FALSE,,FALSE,,,,,,FALSE,,S,Lincoln,Ave,,,Springfield,Ave,southeast corner
18-000313,Person 1,8/10/2018 0:00,1/1/1900 9:54,999,Completed,8/8/2018 0:00,1/1/1900 9:34,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,403,W,Park,St,,,,,
18-000301,Person 3,8/7/2018 0:00,1/1/1900 14:07,1,New Request,8/7/2018 0:00,1/1/1900 14:07,,,STT,Traffic,,,STT,Traffic,OPSTT,Traffic,No Inventory Item,FALSE,,FALSE,,,,,,FALSE,906,S,Cottage Grove,Ave,,E,Washington,St,
18-000295,Person 1,8/7/2018 0:00,1/1/1900 8:20,999,Completed,9/27/2018 0:00,1/1/1900 11:13,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,1102,,Eads,St,,,,,
18-000260,Person 8,7/30/2018 0:00,1/1/1900 10:21,998,WO Completed,11/2/2018 0:00,1/1/1900 11:02,,,STT6,Signs,STTP43,Broken Sign,STT,Traffic,OPSGN,Signs,Street Sign,FALSE,,FALSE,,,,,,FALSE,2008,E,Florida,Ave,,,,,
18-000214,Person 4,7/19/2018 0:00,1/1/1900 14:29,998,WO Completed,10/8/2018 0:00,1/1/1900 13:49,1,High,STM60,Streets,STP38,Pothole,STT,Traffic,OPST,Streets,Street Segment,FALSE,,FALSE,10/2/2018 0:00,,,,,FALSE,1406,W,University,Ave,,N,Wright,St,Traffic cone placed in pothole in alley
18-000160,Person 8,7/11/2018 0:00,1/1/1900 13:17,999,Completed,7/27/2018 0:00,1/1/1900 7:43,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,107,W,Delaware,Ave,,,,,Northside of street
18-000138,Person 1,7/9/2018 0:00,1/1/1900 10:46,999,Completed,7/27/2018 0:00,1/1/1900 7:44,,,STT7,Street Lighting,STTP5,Streetlight Out,STT,Traffic,OPSTT,Traffic,Street Light,FALSE,,FALSE,,,,,,FALSE,805,S,Lynn,St,,E,Washington,St,
