Work Order Number,Creation Date,Start Date,End Date,Duration Actual(Hrs),Status Date,Task Code,Task Text,Resource Type,Resource Type Text,Resource,Resource Text,Unit Cost,Units,Total Cost,Default Unit Cost,Grand Total Units,Unit Cost-Regular Time,Unit Cost-Overtime,Override Unit Cost,Grand Total Cost,Time Cost,Time Cost Text,Unit of Measure,Unit of Measure Text,Additional Description
18-000191,6/29/2018,,,144,7/20/2018,FACT015,Roof Repair,1,Employee,37,EMPLOYEE 37,16.874,1.5,25.31,16.874,1.5,16.874,16.87,,25.31,1,REGULAR TIME,,,
19-000759,5/14/2019,,,80,5/23/2019,FACT016,other,1,Employee,37,EMPLOYEE 37,16.874,0.5,8.44,16.874,0.5,16.874,16.87,,8.44,1,REGULAR TIME,,,
19-000572,4/1/2019,,,24,4/5/2019,FACT016,other,1,Employee,37,EMPLOYEE 37,16.874,4,67.5,16.874,4,16.874,16.87,,67.5,1,REGULAR TIME,,,
19-000572,4/1/2019,,,24,4/5/2019,FACT016,other,1,Employee,37,EMPLOYEE 37,16.874,4,67.5,16.874,4,16.874,16.87,,67.5,1,REGULAR TIME,,,
19-000572,4/1/2019,,,24,4/5/2019,FACT016,other,1,Employee,37,EMPLOYEE 37,16.874,7,118.12,16.874,7,16.874,16.87,,118.12,1,REGULAR TIME,,,
19-000572,4/1/2019,,,24,4/5/2019,FACT016,other,1,Employee,37,EMPLOYEE 37,16.874,5,84.37,16.874,5,16.874,16.87,,84.37,1,REGULAR TIME,,,
19-000338,2/19/2019,,,0,2/19/2019,FACT016,other,1,Employee,37,EMPLOYEE 37,16.874,0.5,8.44,16.874,0.5,16.874,16.87,,8.44,1,REGULAR TIME,,,
19-000168,2/4/2019,,,0,2/4/2019,FACT016,other,1,Employee,37,EMPLOYEE 37,16.874,8.5,143.43,16.874,8.5,16.874,16.87,,143.43,1,REGULAR TIME,,,
18-002150,12/21/2018,,,0,12/21/2018,FACT016,other,1,Employee,37,EMPLOYEE 37,16.874,1,16.87,16.874,1,16.874,16.87,,16.87,1,REGULAR TIME,,,
18-000652,8/7/2018,,,0,8/7/2018,FACT016,other,1,Employee,37,EMPLOYEE 37,16.874,0.5,8.44,16.874,0.5,16.874,16.87,,8.44,1,REGULAR TIME,,,
18-000509,7/23/2018,,,0,7/23/2018,FACT016,other,1,Employee,37,EMPLOYEE 37,16.874,0.5,8.44,16.874,0.5,16.874,16.87,,8.44,1,REGULAR TIME,,,
18-000292,7/10/2018,,,0,7/10/2018,FACT016,other,1,Employee,37,EMPLOYEE 37,16.874,1,16.87,16.874,1,16.874,16.87,,16.87,1,REGULAR TIME,,,
19-000516,3/25/2019,,,0,3/25/2019,FACT136,Ck Hvac Equip For Operation,1,Employee,37,EMPLOYEE 37,34.44,0,0,34.44,0,34.44,48.83,,0,1,REGULAR TIME,,,
19-000515,3/25/2019,,,1128,8/20/2019,FACT136,Ck Hvac Equip For Operation,1,Employee,37,EMPLOYEE 37,34.44,6,206.64,34.44,6,34.44,48.83,,206.64,1,REGULAR TIME,,,
18-002163,12/25/2018,,,336,2/12/2019,FACT136,Ck Hvac Equip For Operation,1,Employee,37,EMPLOYEE 37,16.874,4,67.5,16.874,4,16.874,16.87,,67.5,1,REGULAR TIME,,,
18-001220,9/24/2018,,,520,12/5/2018,FACT136,Ck Hvac Equip For Operation,1,Employee,37,EMPLOYEE 37,16.874,4,67.5,16.874,4,16.874,16.87,,67.5,1,REGULAR TIME,,,
18-000093,6/24/2018,,,152,7/20/2018,FACT136,Ck Hvac Equip For Operation,1,Employee,37,EMPLOYEE 37,16.874,4,67.5,16.874,4,16.874,16.87,,67.5,1,REGULAR TIME,,,
19-000152,1/31/2019,,,32,2/4/2019,FACT336,"Glass, Screens, Frames R/R",1,Employee,37,EMPLOYEE 37,16.874,1,16.87,16.874,1,16.874,16.87,,16.87,1,REGULAR TIME,,,
19-000786,5/30/2019,5/29/2019,5/30/2019,8,5/30/2019,FACT368,Hang/Remove Blinds/Pictures/Bulletin Bds,1,Employee,37,EMPLOYEE 37,16.874,1,16.87,16.874,1,16.874,16.87,,16.87,1,REGULAR TIME,,,
19-000410,3/6/2019,,,8,3/6/2019,FACT368,Hang/Remove Blinds/Pictures/Bulletin Bds,1,Employee,37,EMPLOYEE 37,16.874,2,33.75,16.874,2,16.874,16.87,,33.75,1,REGULAR TIME,,,
19-000210,2/7/2019,,,0,2/7/2019,FACT368,Hang/Remove Blinds/Pictures/Bulletin Bds,1,Employee,37,EMPLOYEE 37,16.874,1,16.87,16.874,1,16.874,16.87,,16.87,1,REGULAR TIME,,,
18-001958,11/29/2018,,,232,12/18/2018,FACT368,Hang/Remove Blinds/Pictures/Bulletin Bds,1,Employee,37,EMPLOYEE 37,16.874,1.5,25.31,16.874,1.5,16.874,16.87,,25.31,1,REGULAR TIME,,,
19-000286,2/13/2019,,,0,2/13/2019,FACT544,Interior Walls & Ceilings R/R,1,Employee,37,EMPLOYEE 37,16.874,1.5,25.31,16.874,1.5,16.874,16.87,,25.31,1,REGULAR TIME,,,
19-000215,2/7/2019,,,0,2/7/2019,FACT544,Interior Walls & Ceilings R/R,1,Employee,37,EMPLOYEE 37,16.874,0.5,8.44,16.874,0.5,16.874,16.87,,8.44,1,REGULAR TIME,,,
18-001956,11/29/2018,,,208,12/18/2018,FACT544,Interior Walls & Ceilings R/R,1,Employee,37,EMPLOYEE 37,16.874,1.5,25.31,16.874,1.5,16.874,16.87,,25.31,1,REGULAR TIME,,,
19-000708,5/6/2019,5/1/2019,5/1/2019,0,5/6/2019,FACT616,Miscellaneous Bldg Rprs,1,Employee,37,EMPLOYEE 37,16.874,1,16.87,16.874,1,16.874,16.87,,16.87,1,REGULAR TIME,,,
19-001025,7/22/2019,,,0,7/22/2019,PKGT12,reinstall post and meter,1,Employee,37,EMPLOYEE 37,16.874,1,16.87,16.874,1,16.874,16.87,,16.87,1,REGULAR TIME,,,
19-001023,7/22/2019,,,32,7/22/2019,PKGT12,reinstall post and meter,1,Employee,37,EMPLOYEE 37,16.874,1,16.87,16.874,1,16.874,16.87,,16.87,1,REGULAR TIME,,,
19-000889,6/20/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,1,Employee,38,EMPLOYEE 38,36.601,8,292.81,36.601,8,36.601,49.12,,292.81,1,REGULAR TIME,,,
19-000816,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,1,Employee,38,EMPLOYEE 38,49.12,8,392.96,36.601,8,36.601,49.12,,392.96,2,OVERTIME,,,
19-000815,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,1,Employee,38,EMPLOYEE 38,36.601,8,292.81,36.601,8,36.601,49.12,,292.81,1,REGULAR TIME,,,
19-000814,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,1,Employee,38,EMPLOYEE 38,36.601,8,292.81,36.601,8,36.601,49.12,,292.81,1,REGULAR TIME,,,
19-000813,6/6/2019,,,488,8/26/2019,FORT17,Storm damage/cleanup,1,Employee,38,EMPLOYEE 38,36.601,8,292.81,36.601,8,36.601,49.12,,292.81,1,REGULAR TIME,,,
19-000813,6/6/2019,,,488,8/26/2019,FORT17,Storm damage/cleanup,1,Employee,38,EMPLOYEE 38,49.12,3,147.36,36.601,3,36.601,49.12,,147.36,2,OVERTIME,,,
19-000812,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,1,Employee,38,EMPLOYEE 38,36.601,8,292.81,36.601,8,36.601,49.12,,292.81,1,REGULAR TIME,,,
19-000812,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,1,Employee,38,EMPLOYEE 38,49.12,1,49.12,36.601,1,36.601,49.12,,49.12,2,OVERTIME,,,
19-000226,2/8/2019,,,0,3/19/2019,LNDT10,Edging,1,Employee,38,EMPLOYEE 38,36.601,1,36.6,36.601,1,36.601,49.12,,36.6,1,REGULAR TIME,,,
18-000865,8/22/2018,,,0,8/29/2018,LNDT14,Hand Weed,1,Employee,38,EMPLOYEE 38,36.601,5,183.01,36.601,5,36.601,49.12,,183.01,1,REGULAR TIME,,,
18-000397,7/17/2018,,,0,8/6/2018,LNDT14,Hand Weed,1,Employee,38,EMPLOYEE 38,36.601,2,73.2,36.601,2,36.601,49.12,,73.2,1,REGULAR TIME,,,
19-000059,1/10/2019,,,0,5/22/2019,LNDT17,Landscape Construction,1,Employee,38,EMPLOYEE 38,36.601,6.5,237.91,36.601,6.5,36.601,49.12,,237.91,1,REGULAR TIME,,,
18-000805,8/20/2018,,,0,8/23/2018,LNDT18,Landscape Furniture Maintenance,1,Employee,38,EMPLOYEE 38,36.601,2,73.2,36.601,2,36.601,49.12,,73.2,1,REGULAR TIME,,,
19-000706,5/3/2019,,,0,5/22/2019,LNDT23,Pavement or Surface Maintenance,1,Employee,38,EMPLOYEE 38,36.601,1,36.6,36.601,1,36.601,49.12,,36.6,1,REGULAR TIME,,,
18-000651,8/7/2018,,,0,8/23/2018,LNDT23,Pavement or Surface Maintenance,1,Employee,38,EMPLOYEE 38,36.601,3,109.8,36.601,3,36.601,49.12,,109.8,1,REGULAR TIME,,,
18-001912,11/21/2018,,,0,12/4/2018,LNDT24,Pick Up Trash,1,Employee,38,EMPLOYEE 38,36.601,3,109.8,36.601,3,36.601,49.12,,109.8,1,REGULAR TIME,,,
18-000634,8/6/2018,,,96,8/29/2018,LNDT26,Prune Shrubs,1,Employee,38,EMPLOYEE 38,36.601,14,512.41,36.601,14,36.601,49.12,,512.41,1,REGULAR TIME,,,
18-000633,8/6/2018,,,16,9/6/2018,LNDT26,Prune Shrubs,1,Employee,38,EMPLOYEE 38,36.601,14,512.41,36.601,14,36.601,49.12,,512.41,1,REGULAR TIME,,,
18-000403,7/17/2018,,,0,8/6/2018,LNDT26,Prune Shrubs,1,Employee,38,EMPLOYEE 38,36.601,4,146.4,36.601,4,36.601,49.12,,146.4,1,REGULAR TIME,,,
18-001911,11/21/2018,,,0,5/22/2019,LNDT27,Prune Trees,1,Employee,38,EMPLOYEE 38,36.601,5.5,201.31,36.601,5.5,36.601,49.12,,201.31,1,REGULAR TIME,,,
18-001009,9/6/2018,,,160,10/30/2018,LNDT27,Prune Trees,1,Employee,38,EMPLOYEE 38,36.601,2,73.2,36.601,2,36.601,49.12,,73.2,1,REGULAR TIME,,,
18-000402,7/17/2018,,,0,8/14/2018,LNDT27,Prune Trees,1,Employee,38,EMPLOYEE 38,36.601,1,36.6,36.601,1,36.601,49.12,,36.6,1,REGULAR TIME,,,
18-002156,12/24/2018,,1/9/2019,0,1/11/2019,LNDT28,Receptacle Maintenance,1,Employee,38,EMPLOYEE 38,36.601,1,36.6,36.601,1,36.601,49.12,,36.6,1,REGULAR TIME,,,
18-001914,11/21/2018,,,0,12/4/2018,LNDT29,Remove or Transplant,1,Employee,38,EMPLOYEE 38,36.601,0.5,18.3,36.601,0.5,36.601,49.12,,18.3,1,REGULAR TIME,,,
18-001441,10/11/2018,,,0,10/30/2018,LNDT29,Remove or Transplant,1,Employee,38,EMPLOYEE 38,36.601,1,36.6,36.601,1,36.601,49.12,,36.6,1,REGULAR TIME,,,
18-001437,10/11/2018,,,0,10/30/2018,LNDT29,Remove or Transplant,1,Employee,38,EMPLOYEE 38,36.601,1,36.6,36.601,1,36.601,49.12,,36.6,1,REGULAR TIME,,,
18-001436,10/11/2018,,,0,10/30/2018,LNDT29,Remove or Transplant,1,Employee,38,EMPLOYEE 38,36.601,1.5,54.9,36.601,1.5,36.601,49.12,,54.9,1,REGULAR TIME,,,
18-001040,9/14/2018,,,0,10/10/2018,LNDT29,Remove or Transplant,1,Employee,38,EMPLOYEE 38,36.601,2,73.2,36.601,2,36.601,49.12,,73.2,1,REGULAR TIME,,,
18-000403,7/17/2018,,,0,8/6/2018,LNDT29,Remove or Transplant,1,Employee,38,EMPLOYEE 38,36.601,4,146.4,36.601,4,36.601,49.12,,146.4,1,REGULAR TIME,,,
18-000434,7/19/2018,,,8,7/27/2018,LNDT6,Chemical Weed Control,1,Employee,38,EMPLOYEE 38,36.601,7,256.21,36.601,7,36.601,49.12,,256.21,1,REGULAR TIME,,,
18-000432,7/19/2018,,,0,7/27/2018,LNDT6,Chemical Weed Control,1,Employee,38,EMPLOYEE 38,36.601,1,36.6,36.601,1,36.601,49.12,,36.6,1,REGULAR TIME,,,
18-000431,7/19/2018,,,64,8/6/2018,LNDT6,Chemical Weed Control,1,Employee,38,EMPLOYEE 38,36.601,6,219.61,36.601,6,36.601,49.12,,219.61,1,REGULAR TIME,,,
18-000401,7/17/2018,,,0,7/25/2018,LNDT6,Chemical Weed Control,1,Employee,38,EMPLOYEE 38,36.601,1,36.6,36.601,1,36.601,49.12,,36.6,1,REGULAR TIME,,,
18-000394,7/17/2018,,,16,7/23/2018,LNDT6,Chemical Weed Control,1,Employee,38,EMPLOYEE 38,36.601,1,36.6,36.601,1,36.601,49.12,,36.6,1,REGULAR TIME,,,
18-001913,11/21/2018,,,0,12/12/2018,LNDT9,Cut Back Perennials,1,Employee,38,EMPLOYEE 38,36.601,1.5,54.9,36.601,1.5,36.601,49.12,,54.9,1,REGULAR TIME,,,
18-001403,10/9/2018,,,0,10/10/2018,LNDT9,Cut Back Perennials,1,Employee,38,EMPLOYEE 38,36.601,2.5,91.5,36.601,2.5,36.601,49.12,,91.5,1,REGULAR TIME,,,
18-001402,10/9/2018,,,40,10/10/2018,LNDT9,Cut Back Perennials,1,Employee,38,EMPLOYEE 38,36.601,7,256.21,36.601,7,36.601,49.12,,256.21,1,REGULAR TIME,,,
18-001401,10/9/2018,,,0,10/10/2018,LNDT9,Cut Back Perennials,1,Employee,38,EMPLOYEE 38,36.601,2.5,91.5,36.601,2.5,36.601,49.12,,91.5,1,REGULAR TIME,,,
18-001399,10/9/2018,,,0,10/10/2018,LNDT9,Cut Back Perennials,1,Employee,38,EMPLOYEE 38,36.601,1.5,54.9,36.601,1.5,36.601,49.12,,54.9,1,REGULAR TIME,,,
18-000866,8/22/2018,,,0,8/29/2018,LNDT9,Cut Back Perennials,1,Employee,38,EMPLOYEE 38,36.601,8,292.81,36.601,8,36.601,49.12,,292.81,1,REGULAR TIME,,,
18-000578,7/30/2018,,,0,8/6/2018,LNDT9,Cut Back Perennials,1,Employee,38,EMPLOYEE 38,36.601,10,366.01,36.601,10,36.601,49.12,,366.01,1,REGULAR TIME,,,
19-000238,2/8/2019,1/17/2019,1/17/2019,0,2/8/2019,ST36,Salting Streets,1,Employee,38,EMPLOYEE 38,49.12,4,196.48,36.601,4,36.601,49.12,,196.48,2,OVERTIME,,,
19-000230,2/8/2019,1/12/2019,1/12/2019,16,2/8/2019,ST37,Plowing and Salting Streets,1,Employee,38,EMPLOYEE 38,49.12,12,589.44,36.601,12,36.601,49.12,,589.44,2,OVERTIME,,,
19-000230,2/8/2019,1/13/2019,1/13/2019,16,2/8/2019,ST37,Plowing and Salting Streets,1,Employee,38,EMPLOYEE 38,49.12,12,589.44,36.601,12,36.601,49.12,,589.44,2,OVERTIME,,,
19-000214,2/7/2019,11/15/2018,11/15/2018,0,2/7/2019,ST37,Plowing and Salting Streets,1,Employee,38,EMPLOYEE 38,49.12,4,196.48,36.601,4,36.601,49.12,,196.48,2,OVERTIME,,,
19-000214,2/7/2019,11/15/2018,11/15/2018,0,2/7/2019,ST37,Plowing and Salting Streets,1,Employee,38,EMPLOYEE 38,36.601,8,292.81,36.601,8,36.601,49.12,,292.81,1,REGULAR TIME,,,
19-000207,2/6/2019,2/1/2019,2/1/2019,0,2/6/2019,ST38,Sidewalk Snow Removal,1,Employee,38,EMPLOYEE 38,36.601,8,292.81,36.601,8,36.601,49.12,,292.81,1,REGULAR TIME,,,
19-000206,2/6/2019,1/28/2019,1/28/2019,0,2/6/2019,ST38,Sidewalk Snow Removal,1,Employee,38,EMPLOYEE 38,36.601,8,292.81,36.601,8,36.601,49.12,,292.81,1,REGULAR TIME,,,
19-000190,2/6/2019,1/19/2019,1/22/2019,24,2/6/2019,ST38,Sidewalk Snow Removal,1,Employee,38,EMPLOYEE 38,36.601,6.5,237.91,36.601,6.5,36.601,49.12,,237.91,1,REGULAR TIME,,,
19-000189,2/6/2019,1/17/2019,1/17/2019,0,2/6/2019,ST38,Sidewalk Snow Removal,1,Employee,38,EMPLOYEE 38,49.12,4,196.48,36.601,4,36.601,49.12,,196.48,2,OVERTIME,,,
19-000187,2/6/2019,1/12/2019,1/16/2019,32,2/6/2019,ST38,Sidewalk Snow Removal,1,Employee,38,EMPLOYEE 38,36.601,19.5,713.72,36.601,19.5,36.601,49.12,,713.72,1,REGULAR TIME,,,
19-000997,7/15/2019,7/14/2019,7/14/2019,24,7/15/2019,STT35,Special Event Run_Walk_Bike,1,Employee,38,EMPLOYEE 38,49.12,2,98.24,36.601,2,36.601,49.12,,98.24,2,OVERTIME,,,
19-000649,4/23/2019,4/27/2019,4/27/2019,224,5/8/2019,STT35,Special Event Run_Walk_Bike,1,Employee,38,EMPLOYEE 38,49.12,6,294.72,36.601,6,36.601,49.12,,294.72,2,OVERTIME,,,
19-001289,8/21/2019,8/25/2019,8/25/2019,56,8/21/2019,STT36,Special Event Festival_Fair,1,Employee,38,EMPLOYEE 38,66.93,7,468.51,48.39,7,48.39,66.93,,468.51,2,OVERTIME,,,
19-000911,6/24/2019,6/22/2019,6/22/2019,80,6/24/2019,STT36,Special Event Festival_Fair,1,Employee,38,EMPLOYEE 38,49.12,4,196.48,36.601,4,36.601,49.12,,196.48,2,OVERTIME,,,
19-000749,5/14/2019,5/25/2019,5/25/2019,128,6/3/2019,STT36,Special Event Festival_Fair,1,Employee,38,EMPLOYEE 38,49.12,4,196.48,36.601,4,36.601,49.12,,196.48,2,OVERTIME,,,
18-000816,8/20/2018,8/26/2018,8/26/2018,56,8/31/2018,STT36,Special Event Festival_Fair,1,Employee,38,EMPLOYEE 38,49.12,5,245.6,36.601,5,36.601,49.12,,245.6,2,OVERTIME,,,
19-001341,8/30/2019,9/2/2019,9/2/2019,24,8/30/2019,STT37,Special Event Parade,1,Employee,38,EMPLOYEE 38,66.93,4,267.72,48.39,4,48.39,66.93,,267.72,2,OVERTIME,,,
19-000961,7/2/2019,7/4/2019,7/4/2019,32,7/5/2019,STT37,Special Event Parade,1,Employee,38,EMPLOYEE 38,49.12,7,343.84,36.601,7,36.601,49.12,,343.84,2,OVERTIME,,,
19-000427,3/12/2019,3/17/2019,3/17/2019,0,3/19/2019,STT37,Special Event Parade,1,Employee,38,EMPLOYEE 38,49.12,4,196.48,36.601,4,36.601,49.12,,196.48,2,OVERTIME,,,
18-000182,6/29/2018,6/29/2018,,0,7/5/2018,STT37,Special Event Parade,1,Employee,38,EMPLOYEE 38,49.12,8,392.96,36.601,8,36.601,49.12,,392.96,2,OVERTIME,,,
19-000807,6/4/2019,5/26/2019,5/26/2019,8,6/4/2019,SWT34,Debris Removal,1,Employee,38,EMPLOYEE 38,49.12,12.5,614,36.601,12.5,36.601,49.12,,614,2,OVERTIME,,,
19-000894,6/20/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,1,Employee,39,EMPLOYEE 39,33.768,8,270.14,33.768,8,33.768,49.12,,270.14,1,REGULAR TIME,,,
19-000889,6/20/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,1,Employee,39,EMPLOYEE 39,33.768,8,270.14,33.768,8,33.768,49.12,,270.14,1,REGULAR TIME,,,
19-000818,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,1,Employee,39,EMPLOYEE 39,33.768,8,270.14,33.768,8,33.768,49.12,,270.14,1,REGULAR TIME,,,
19-000817,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,1,Employee,39,EMPLOYEE 39,33.768,8,270.14,33.768,8,33.768,49.12,,270.14,1,REGULAR TIME,,,
19-000816,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,1,Employee,39,EMPLOYEE 39,49.12,8,392.96,33.768,8,33.768,49.12,,392.96,2,OVERTIME,,,
19-000815,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,1,Employee,39,EMPLOYEE 39,33.768,8,270.14,33.768,8,33.768,49.12,,270.14,1,REGULAR TIME,,,
19-000814,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,1,Employee,39,EMPLOYEE 39,33.768,8,270.14,33.768,8,33.768,49.12,,270.14,1,REGULAR TIME,,,
19-000813,6/6/2019,,,488,8/26/2019,FORT17,Storm damage/cleanup,1,Employee,39,EMPLOYEE 39,33.768,8,270.14,33.768,8,33.768,49.12,,270.14,1,REGULAR TIME,,,
19-000813,6/6/2019,,,488,8/26/2019,FORT17,Storm damage/cleanup,1,Employee,39,EMPLOYEE 39,49.12,2,98.24,33.768,2,33.768,49.12,,98.24,2,OVERTIME,,,
19-000812,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,1,Employee,39,EMPLOYEE 39,33.768,8,270.14,33.768,8,33.768,49.12,,270.14,1,REGULAR TIME,,,
19-000812,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,1,Employee,39,EMPLOYEE 39,49.12,1,49.12,33.768,1,33.768,49.12,,49.12,2,OVERTIME,,,
19-001173,8/5/2019,,,24,8/5/2019,FORT18,Stump Removal,1,Employee,39,EMPLOYEE 39,48.39,0.5,24.2,48.39,0.5,48.39,66.93,,24.2,1,REGULAR TIME,,,
18-001014,9/6/2018,,,0,10/17/2018,FORT18,Stump Removal,1,Employee,39,EMPLOYEE 39,33.768,2,67.54,33.768,2,33.768,49.12,,67.54,1,REGULAR TIME,,,
19-001201,8/7/2019,,,0,8/7/2019,FORT20,Tree Removal,1,Employee,39,EMPLOYEE 39,48.39,6.5,314.54,48.39,6.5,48.39,66.93,,314.54,1,REGULAR TIME,,,
19-001200,8/7/2019,,,0,8/7/2019,FORT20,Tree Removal,1,Employee,39,EMPLOYEE 39,48.39,7,338.73,48.39,7,48.39,66.93,,338.73,1,REGULAR TIME,,,
19-001198,8/7/2019,,,0,8/7/2019,FORT20,Tree Removal,1,Employee,39,EMPLOYEE 39,48.39,6.5,314.54,48.39,6.5,48.39,66.93,,314.54,1,REGULAR TIME,,,
19-001192,8/6/2019,,,8,8/6/2019,FORT20,Tree Removal,1,Employee,39,EMPLOYEE 39,48.39,14,677.46,48.39,14,48.39,66.93,,677.46,1,REGULAR TIME,,,
19-001191,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,1,Employee,39,EMPLOYEE 39,48.39,7,338.73,48.39,7,48.39,66.93,,338.73,1,REGULAR TIME,,,
19-001190,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,1,Employee,39,EMPLOYEE 39,48.39,7,338.73,48.39,7,48.39,66.93,,338.73,1,REGULAR TIME,,,
19-001189,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,1,Employee,39,EMPLOYEE 39,48.39,6.5,314.54,48.39,6.5,48.39,66.93,,314.54,1,REGULAR TIME,,,
19-001188,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,1,Employee,39,EMPLOYEE 39,48.39,4,193.56,48.39,4,48.39,66.93,,193.56,1,REGULAR TIME,,,
19-001187,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,1,Employee,39,EMPLOYEE 39,48.39,6.5,314.54,48.39,6.5,48.39,66.93,,314.54,1,REGULAR TIME,,,
19-001186,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,1,Employee,39,EMPLOYEE 39,48.39,1.5,72.59,48.39,1.5,48.39,66.93,,72.59,1,REGULAR TIME,,,
19-001184,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,1,Employee,39,EMPLOYEE 39,48.39,1.25,60.49,48.39,1.25,48.39,66.93,,60.49,1,REGULAR TIME,,,
19-001183,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,1,Employee,39,EMPLOYEE 39,48.39,7,338.73,48.39,7,48.39,66.93,,338.73,1,REGULAR TIME,,,
19-001182,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,1,Employee,39,EMPLOYEE 39,48.39,7,338.73,48.39,7,48.39,66.93,,338.73,1,REGULAR TIME,,,
19-001177,8/5/2019,,,0,8/16/2019,FORT20,Tree Removal,1,Employee,39,EMPLOYEE 39,48.39,4,193.56,48.39,4,48.39,66.93,,193.56,1,REGULAR TIME,,,
19-000084,1/11/2019,,,0,1/31/2019,FORT20,Tree Removal,1,Employee,39,EMPLOYEE 39,33.768,2,67.54,33.768,2,33.768,49.12,,67.54,1,REGULAR TIME,,,
19-000056,1/9/2019,,,0,1/14/2019,FORT20,Tree Removal,1,Employee,39,EMPLOYEE 39,33.768,4.5,151.96,33.768,4.5,33.768,49.12,,151.96,1,REGULAR TIME,,,
19-000055,1/9/2019,,,8,1/14/2019,FORT20,Tree Removal,1,Employee,39,EMPLOYEE 39,49.12,3,147.36,33.768,3,33.768,49.12,,147.36,2,OVERTIME,,,
18-001014,9/6/2018,,,0,10/17/2018,FORT20,Tree Removal,1,Employee,39,EMPLOYEE 39,33.768,1,33.77,33.768,1,33.768,49.12,,33.77,1,REGULAR TIME,,,
19-001176,8/5/2019,,,0,8/19/2019,FORT9,Priority Hazard Tree Abatement,1,Employee,39,EMPLOYEE 39,48.39,3.5,169.37,48.39,3.5,48.39,66.93,,169.37,1,REGULAR TIME,,,
19-000213,2/7/2019,11/12/2018,11/12/2018,0,2/7/2019,ST36,Salting Streets,1,Employee,39,EMPLOYEE 39,49.12,8,392.96,33.768,8,33.768,49.12,,392.96,2,OVERTIME,,,
19-000230,2/8/2019,1/12/2019,1/12/2019,16,2/8/2019,ST37,Plowing and Salting Streets,1,Employee,39,EMPLOYEE 39,49.12,12,589.44,33.768,12,33.768,49.12,,589.44,2,OVERTIME,,,
19-000230,2/8/2019,1/13/2019,1/13/2019,16,2/8/2019,ST37,Plowing and Salting Streets,1,Employee,39,EMPLOYEE 39,49.12,6,294.72,33.768,6,33.768,49.12,,294.72,2,OVERTIME,,,
19-000207,2/6/2019,2/1/2019,2/1/2019,0,2/6/2019,ST38,Sidewalk Snow Removal,1,Employee,39,EMPLOYEE 39,33.768,3,101.3,33.768,3,33.768,49.12,,101.3,1,REGULAR TIME,,,
19-000206,2/6/2019,1/28/2019,1/28/2019,0,2/6/2019,ST38,Sidewalk Snow Removal,1,Employee,39,EMPLOYEE 39,33.768,8,270.14,33.768,8,33.768,49.12,,270.14,1,REGULAR TIME,,,
19-000192,2/6/2019,1/26/2019,1/26/2019,0,2/7/2019,ST38,Sidewalk Snow Removal,1,Employee,39,EMPLOYEE 39,49.12,2,98.24,33.768,2,33.768,49.12,,98.24,2,OVERTIME,,,
19-000189,2/6/2019,1/17/2019,1/17/2019,0,2/6/2019,ST38,Sidewalk Snow Removal,1,Employee,39,EMPLOYEE 39,33.768,5.5,185.72,33.768,5.5,33.768,49.12,,185.72,1,REGULAR TIME,,,
19-000187,2/6/2019,1/12/2019,1/16/2019,32,2/6/2019,ST38,Sidewalk Snow Removal,1,Employee,39,EMPLOYEE 39,33.768,7.5,253.26,33.768,7.5,33.768,49.12,,253.26,1,REGULAR TIME,,,
18-002182,12/27/2018,11/15/2018,11/15/2018,0,12/27/2018,ST38,Sidewalk Snow Removal,1,Employee,39,EMPLOYEE 39,33.768,7.5,253.26,33.768,7.5,33.768,49.12,,253.26,1,REGULAR TIME,,,
18-000816,8/20/2018,8/26/2018,8/26/2018,56,8/31/2018,STT36,Special Event Festival_Fair,1,Employee,39,EMPLOYEE 39,49.12,5,245.6,33.768,5,33.768,49.12,,245.6,2,OVERTIME,,,
19-000427,3/12/2019,3/17/2019,3/17/2019,0,3/19/2019,STT37,Special Event Parade,1,Employee,39,EMPLOYEE 39,49.12,4,196.48,33.768,4,33.768,49.12,,196.48,2,OVERTIME,,,
